target_id	length	eff_length	est_counts	tpm
Sobic.008G132700.1	2031	1843.28	2469	177.657
Sobic.008G132800.1	891	703.507	534	100.676
Sobic.008G132900.1	5621	5433.28	468	11.4245
Sobic.008G133000.1	1696	1508.28	0	0
Sobic.008G133100.1	2565	2377.28	0	0
Sobic.008G133201.1	1882	1694.28	30	2.34849
Sobic.008G133300.1	2009	1821.28	155	11.2878
Sobic.008G133400.11	1913	1725.28	241	18.5272
Sobic.008G133500.1	1576	1388.28	198	18.9165
Sobic.008G133600.1	2716	2528.28	605	31.7382
Sobic.008G133700.6	1247	1059.28	796	99.668
Sobic.008G133750.1	1466	1278.28	0	0
Sobic.008G133800.2	698	510.624	0	0
Sobic.008G133900.1	2037	1849.28	11	0.788937
Sobic.008G134000.1	393	206.444	12	7.70958
Sobic.008G134100.11	5165	4977.28	89	2.37165
Sobic.008G134300.1	3308	3120.28	0	0
Sobic.008G134401.1	1626	1438.28	8.03601	0.741054
Sobic.008G134500.1	4021	3833.28	17	0.588207
Sobic.008G134600.3	309	125.014	0	0
Sobic.008G134700.1	1604	1416.28	0	0
Sobic.008G134800.1	1314	1126.28	989	116.467
Sobic.008G134900.4	1055	867.275	2174	332.471
Sobic.008G135000.1	2742	2554.28	1279	66.4132
Sobic.008G135100.1	913	725.507	0	0
Sobic.008G135200.1	4325	4137.28	716	22.9536
Sobic.008G135300.1	1000	812.275	22	3.59229
Sobic.008G135401.1	1452	1264.28	0	0
Sobic.008G135500.1	1298	1110.28	0	0
Sobic.008G135600.1	2134	1946.28	16	1.09035
Sobic.008G135702.1	2921	2733.28	23	1.11608
Sobic.008G135800.1	1212	1024.28	0	0
Sobic.008G135901.1	1672	1484.28	0	0
Sobic.008G136000.1	2517	2329.28	7594	432.415
Sobic.008G136100.1	2150	1962.28	21	1.41942
Sobic.008G136200.2	3041	2853.28	4579	212.852
Sobic.008G136400.1	1018	830.275	15	2.39619
Sobic.008G136500.1	1924	1736.28	0	0
Sobic.008G136601.3	636	448.675	0	0
Sobic.008G136700.2	3216	3028.28	15	0.656973
Sobic.008G136800.2	736	548.571	157	37.9593
Sobic.008G136900.1	1340	1152.28	0	0
Sobic.008G137000.1	967	779.355	0	0
Sobic.008G137100.1	1080	892.275	20	2.97292
Sobic.008G137200.1	1195	1007.28	9	1.18507
Sobic.008G137300.1	642	454.675	0	0
Sobic.008G137500.1	1610	1422.28	0	0
Sobic.008G137600.1	1304	1116.28	766	91.0141
Sobic.008G137700.5	2494	2306.28	0	0
Sobic.008G137800.1	1728	1540.28	15	1.29165
Sobic.008G137901.2	264	84.5184	8	12.5542
Sobic.008G138000.2	1999	1811.28	14	1.02517
Sobic.008G138100.1	2342	2154.28	0	0
Sobic.008G138200.1	4166	3978.28	0	0
Sobic.008G138300.1	1034	846.275	0	0
Sobic.008G138500.2	1387	1199.28	95	10.5065
Sobic.008G138600.1	3060	2872.28	423	19.5329
Sobic.008G138650.1	1130	942.275	0	0
Sobic.008G138700.2	2328	2140.28	4.00016	0.24789
Sobic.008G138850.1	2451	2263.28	1	0.0586022
Sobic.008G138900.1	3913	3725.28	0	0
Sobic.008G139000.2	2796	2608.28	33	1.67808
Sobic.008G139100.2	2271	2083.28	0	0
Sobic.008G139300.1	815	627.571	0	0
Sobic.008G139400.1	773	585.571	0	0
Sobic.008G139500.1	2189	2001.28	1	0.0662742
Sobic.008G139600.1	2673	2485.28	51	2.72174
Sobic.008G139700.2	3896	3708.28	120	4.29201
Sobic.008G139800.1	5408	5220.28	396.179	10.0658
Sobic.008G139900.1	1083	895.275	680	100.74
Sobic.008G140000.2	971	783.355	9	1.52383
Sobic.008G140100.2	4354	4166.28	510	16.2358
Sobic.008G140200.1	2581	2393.28	630	34.914
Sobic.008G140300.1	2337	2149.28	0	0
Sobic.008G140400.1	2802	2614.28	479	24.3016
Sobic.008G140500.1	1446	1258.28	0	0
Sobic.008G140600.1	1878	1690.28	0	0
Sobic.008G140700.1	2479	2291.28	214	12.3876
Sobic.008G140800.1	2356	2168.28	7	0.428189
Sobic.008G140900.1	393	206.444	0	0
Sobic.008G141000.2	288	105.691	0	0
Sobic.008G141100.1	6633	6445.28	15	0.308675
Sobic.008G141150.1	807	619.571	0	0
Sobic.008G141200.3	4803	4615.28	24	0.689708
Sobic.008G141300.6	3293	3105.28	11	0.469834
Sobic.008G141400.1	3629	3441.28	252	9.71253
Sobic.008G141501.1	651	463.675	0	0
Sobic.008G141600.1	2522	2334.28	13	0.738657
Sobic.008G141700.1	3878	3690.28	53.1423	1.91
Sobic.008G141800.1	2758	2570.28	216.858	11.1904
Sobic.008G141833.1	540	352.755	0	0
Sobic.008G141900.1	2091	1903.28	0	0
Sobic.008G142000.1	1635	1447.28	18	1.64958
Sobic.008G142100.1	1158	970.275	160	21.8714
Sobic.008G142200.1	3800	3612.28	300.19	11.0222
Sobic.008G142301.1	1386	1198.28	130	14.3892
Sobic.008G142400.14	2610	2422.28	360	19.712
Sobic.008G142500.2	3037	2849.28	41.81	1.94624
Sobic.008G142600.1	2519	2331.28	189	10.7528
Sobic.008G142700.1	3686	3498.28	73	2.76771
Sobic.008G142766.1	150	6.04975	0	0
Sobic.008G142900.1	1643	1455.28	0	0
Sobic.008G143000.1	1330	1142.28	0	0
Sobic.008G143100.1	1266	1078.28	251	30.8742
Sobic.008G143200.1	553	365.755	0	0
Sobic.008G143300.1	438	250.991	0	0
Sobic.008G143400.1	301	117.659	0	0
Sobic.008G143501.1	1298	1110.28	4	0.477838
Sobic.008G143600.1	2024	1836.28	27	1.95019
Sobic.008G143700.1	2158	1970.28	319	21.4741
Sobic.008G143800.3	2957	2769.28	3	0.143683
Sobic.008G143902.1	1364	1176.28	191	21.5365
Sobic.008G144000.1	2381	2193.28	7	0.423308
Sobic.008G144100.1	2194	2006.28	12	0.793309
Sobic.008G144201.1	285	103.004	0	0
Sobic.008G144300.1	1910	1722.28	6	0.462062
Sobic.008G144401.2	2412	2224.28	34	2.02741
Sobic.008G144500.1	1782	1594.28	20	1.66386
Sobic.008G144600.3	2907	2719.28	0	0
Sobic.008G144701.1	1358	1170.28	0	0
Sobic.008G144800.1	2260	2072.28	1199	76.7402
Sobic.008G144900.2	2622	2434.28	369	20.1052
Sobic.008G145000.2	1603	1415.28	15	1.40573
Sobic.008G145100.1	2476	2288.28	163	9.4478
Sobic.008G145200.1	1703	1515.28	71.1076	6.22409
Sobic.008G145300.7	3517	3329.28	0	0
Sobic.008G145400.2	423	236.113	0	0
Sobic.008G145500.1	1779	1591.28	3	0.25005
Sobic.008G145750.1	1006	818.275	6	0.97253
Sobic.008G145800.5	2770	2582.28	549	28.1982
Sobic.008G145900.1	2147	1959.28	0	0
Sobic.008G146000.1	1176	988.275	0	0
Sobic.008G146100.2	2957	2769.28	1	0.0478945
Sobic.008G146201.1	902	714.507	26	4.82634
Sobic.008G146301.1	1393	1205.28	169.215	18.621
Sobic.008G146700.1	1272	1084.28	665	81.3455
Sobic.008G146900.1	3274	3086.28	3152	135.457
Sobic.008G147000.1	1573	1385.28	46	4.40426
Sobic.008G147101.1	1999	1811.28	125	9.15328
Sobic.008G147200.1	3151	2963.28	166.788	7.46525
Sobic.008G147300.3	3798	3610.28	3226	118.516
Sobic.008G147400.3	3851	3663.28	57	2.06375
Sobic.008G147450.1	150	6.04975	0	0
Sobic.008G147500.1	1773	1585.28	4	0.334662
Sobic.008G147700.3	2144	1956.28	166	11.2546
Sobic.008G147800.1	4388	4200.28	5	0.157886
Sobic.008G147900.1	2699	2511.28	1357	71.6699
Sobic.008G148000.4	8866	8678.28	2	0.0305667
Sobic.008G148101.1	828	640.507	0	0
Sobic.008G148200.2	3038	2850.28	0	0
Sobic.008G148300.1	3844	3656.28	0	0
Sobic.008G148400.2	2373	2185.28	641	38.9048
Sobic.008G148500.2	6720	6532.28	29	0.588823
Sobic.008G148600.2	1464	1276.28	0	0
Sobic.008G148700.1	1524	1336.28	0	0
Sobic.008G148900.4	2597	2409.28	0	0
Sobic.008G149000.1	1977	1789.28	321.897	23.8612
Sobic.008G149100.1	4778	4590.28	1197.07	34.5887
Sobic.008G149200.8	2924	2736.28	2	0.0969442
Sobic.008G149300.1	1757	1569.28	1	0.0845186
Sobic.008G149400.1	1403	1215.28	1	0.109138
Sobic.008G149500.5	1085	897.275	51	7.53869
Sobic.008G149650.3	1801	1613.28	2	0.164427
Sobic.008G149800.1	4655	4467.28	347	10.3024
Sobic.008G150000.1	3412	3224.28	593	24.3935
Sobic.008G150100.1	4847	4659.28	181	5.15242
Sobic.008G150150.1	1083	895.275	0	0
Sobic.008G150200.2	3488	3300.28	155	6.22921
Sobic.008G150300.1	1190	1002.28	625	82.7074
Sobic.008G150400.1	2280	2092.28	168	10.6498
Sobic.008G150500.2	1433	1245.28	0	0
Sobic.008G150700.1	10365	10177.3	402	5.23897
Sobic.008G150800.2	2953	2765.28	3	0.143891
Sobic.008G151000.1	5606	5418.28	253	6.19314
Sobic.008G151100.1	4336	4148.28	507	16.2103
Sobic.008G151300.1	1162	974.275	2	0.27227
Sobic.008G151366.1	1025	837.275	48.8141	7.73265
Sobic.008G151432.1	1164	976.275	32.1799	4.37183
Sobic.008G151500.1	2135	1947.28	303.186	20.6506
Sobic.008G151600.1	2116	1928.28	0	0
Sobic.008G151750.1	2660	2472.28	64	3.43348
Sobic.008G151900.1	546	358.755	8	2.95762
Sobic.008G152000.1	1350	1162.28	112	12.7809
Sobic.008G152100.2	4782	4594.28	16	0.461907
Sobic.008G152200.2	3699	3511.28	7.06825	0.266992
Sobic.008G152300.1	1525	1337.28	36.7519	3.64511
Sobic.008G152400.1	2606	2418.28	39	2.139
Sobic.008G152500.5	1633	1445.28	24	2.20248
Sobic.008G152600.1	3087	2899.28	799	36.5518
Sobic.008G152700.1	1852	1664.28	91	7.25216
Sobic.008G152800.2	1654	1466.28	521	47.1274
Sobic.008G152900.1	2003	1815.28	193.42	14.1323
Sobic.008G153000.2	5013	4825.28	708.58	19.4768
Sobic.008G153200.1	1709	1521.28	39	3.40023
Sobic.008G153300.1	1164	976.275	0	0
Sobic.008G153400.1	2062	1874.28	469	33.1887
Sobic.008G153500.2	2412	2224.28	508	30.2919
Sobic.008G153600.1	2934	2746.28	217	10.4801
Sobic.008G153801.1	630	442.675	0	0
Sobic.008G153850.1	1182	994.275	0	0
Sobic.008G153900.1	1215	1027.28	0	0
Sobic.008G154000.3	1121	933.275	0	0
Sobic.008G154100.1	948	760.432	0	0
Sobic.008G154200.1	1014	826.275	0	0
Sobic.008G154300.2	1801	1613.28	0	0
Sobic.008G154400.1	1683	1495.28	0	0
Sobic.008G154500.1	507	319.788	1	0.414752
Sobic.008G154600.1	555	367.755	0	0
Sobic.008G154700.1	898	710.507	0	0
Sobic.008G154801.1	1317	1129.28	1	0.11745
Sobic.008G154900.1	576	388.717	0	0
Sobic.008G155000.1	1567	1379.28	0	0
Sobic.008G155150.1	945	757.432	0	0
Sobic.008G155400.2	1617	1429.28	10	0.927973
Sobic.008G155500.1	1897	1709.28	3	0.232788
Sobic.008G155600.1	1266	1078.28	0	0
Sobic.008G155700.1	1620	1432.28	0	0
Sobic.008G155800.2	1332	1144.28	0	0
Sobic.008G155900.1	1597	1409.28	0	0
Sobic.008G156100.1	1291	1103.28	0	0
Sobic.008G156200.1	2288	2100.28	1	0.0631503
Sobic.008G156300.1	1617	1429.28	611	56.6992
Sobic.008G156400.1	2740	2552.28	2477	128.721
Sobic.008G156500.1	2099	1911.28	3	0.208185
Sobic.008G156600.1	2311	2123.28	7	0.437263
Sobic.008G156700.1	1616	1428.28	182	16.9009
Sobic.008G156900.1	1641	1453.28	8	0.730119
Sobic.008G157000.2	1502	1314.28	1	0.100917
Sobic.008G157100.2	1626	1438.28	216	19.9188
Sobic.008G157200.2	4139	3951.28	1989	66.765
Sobic.008G157400.1	4151	3963.28	0	0
Sobic.008G157500.1	1404	1216.28	2	0.218097
Sobic.008G157600.1	2743	2555.28	9292.87	482.352
Sobic.008G157700.1	1322	1134.28	20	2.33864
Sobic.008G157800.1	1537	1349.28	2	0.196599
Sobic.008G157900.1	2539	2351.28	0	0
Sobic.008G157950.1	966	778.355	6	1.02241
Sobic.008G158000.1	3078	2890.28	0	0
Sobic.008G158100.1	1585	1397.28	1	0.0949226
Sobic.008G158200.1	741	553.571	0	0
Sobic.008G158266.1	599	411.717	0	0
Sobic.008G158332.1	813	625.571	0	0
Sobic.008G158400.1	1274	1086.28	0	0
Sobic.008G158501.1	981	793.355	0	0
Sobic.008G158600.2	2006	1818.28	0	0
Sobic.008G158666.1	974	786.355	0	0
Sobic.008G158732.1	2202	2014.28	0	0
Sobic.008G158800.1	1215	1027.28	0	0
Sobic.008G158900.1	1373	1185.28	0	0
Sobic.008G159000.1	727	539.571	0	0
Sobic.008G159100.1	1233	1045.28	49	6.21751
Sobic.008G159200.1	1429	1241.28	0	0
Sobic.008G159225.1	1152	964.275	197.018	27.0992
Sobic.008G159250.1	351	165.294	6	4.81443
Sobic.008G159300.1	820	632.571	0	0
Sobic.008G159400.2	1938	1750.28	2	0.151557
Sobic.008G159500.1	920	732.507	16	2.89707
Sobic.008G159601.1	1392	1204.28	0	0
Sobic.008G159701.1	3091	2903.28	20	0.913678
Sobic.008G159901.3	2463	2275.28	23	1.34074
Sobic.008G160000.1	1548	1360.28	309	30.1289
Sobic.008G160200.1	147	5.76542	0	0
Sobic.008G160300.1	411	224.228	4	2.36604
Sobic.008G160400.1	5557	5369.28	2	0.0494044
Sobic.008G160500.1	1701	1513.28	348	30.5009
Sobic.008G160600.1	3024	2836.28	67	3.13313
Sobic.008G160700.1	3092	2904.28	699	31.9221
Sobic.008G160801.1	1397	1209.28	8	0.877438
Sobic.008G160901.1	1170	982.275	0	0
Sobic.008G161000.3	2124	1936.28	384	26.3036
Sobic.008G161201.1	2511	2323.28	0	0
Sobic.008G161300.3	2527	2339.28	0	0
Sobic.008G161401.1	390	203.444	0	0
Sobic.008G161500.1	2768	2580.28	1	0.0514026
Sobic.008G161601.1	2010	1822.28	6	0.436706
Sobic.008G161700.1	1769	1581.28	279	23.4017
Sobic.008G161800.1	2026	1838.28	928	66.9559
Sobic.008G161900.1	2085	1897.28	0	0
Sobic.008G162000.1	1798	1610.28	705	58.0685
Sobic.008G162100.1	1432	1244.28	60	6.39567
Sobic.008G162202.1	2827	2639.28	104	5.22637
Sobic.008G162300.3	1499	1311.28	96	9.71021
Sobic.008G162400.1	787	599.571	0	0
Sobic.008G162600.1	1250	1062.28	0	0
Sobic.008G162700.1	1303	1115.28	0	0
Sobic.008G162900.3	1660	1472.28	167	15.0445
Sobic.008G163000.1	968	780.355	0	0
Sobic.008G163100.1	1251	1063.28	0	0
Sobic.008G163200.1	1904	1716.28	0	0
Sobic.008G163300.1	2662	2474.28	280	15.0093
Sobic.008G163400.2	2688	2500.28	4	0.212189
Sobic.008G163500.1	3011	2823.28	133	6.24813
Sobic.008G163601.1	1165	977.275	2	0.271434
Sobic.008G163700.4	3630	3442.28	28	1.07886
Sobic.008G163800.1	1946	1758.28	4	0.301734
Sobic.008G164000.1	1227	1039.28	0	0
Sobic.008G164101.2	1618	1430.28	0	0
Sobic.008G164201.1	729	541.571	0	0
Sobic.008G164300.3	1870	1682.28	156	12.2993
Sobic.008G164450.1	938	750.507	2	0.353449
Sobic.008G164526.1	1684	1496.28	92	8.15507
Sobic.008G164600.1	2972	2784.28	91	4.33492
Sobic.008G164700.2	441	253.991	32	16.7103
Sobic.008G164800.2	1485	1297.28	151	15.4382
Sobic.008G164900.1	1125	937.275	6	0.849054
Sobic.008G165000.2	414	227.205	372	217.158
Sobic.008G165100.2	5073	4885.28	429	11.6472
Sobic.008G165200.4	1795	1607.28	29	2.39309
Sobic.008G165300.1	444	256.991	1	0.5161
Sobic.008G165401.1	4108	3920.28	3	0.101498
Sobic.008G165600.1	534	346.755	36.4037	13.9243
Sobic.008G165700.1	1914	1726.28	374	28.7351
Sobic.008G165800.1	1984	1796.28	278.596	20.5709
Sobic.008G165900.1	2524	2336.28	629	35.709
Sobic.008G166050.1	1966	1778.28	13	0.969607
Sobic.008G166100.2	1993	1805.28	15	1.10204
Sobic.008G166200.1	780	592.571	0	0
Sobic.008G166300.1	2701	2513.28	598	31.5582
Sobic.008G166400.2	6622	6434.28	2011	41.4538
Sobic.008G166700.1	1347	1159.28	1	0.11441
Sobic.008G166800.1	387	200.505	0	0
Sobic.008G166900.2	2068	1880.28	0	0
Sobic.008G167000.1	1212	1024.28	0	0
Sobic.008G167100.1	2277	2089.28	0	0
Sobic.008G167200.1	3389	3201.28	241	9.98494
Sobic.008G167300.2	2871	2683.28	19	0.93916
Sobic.008G167400.1	1049	861.275	26	4.0039
Sobic.008G167500.3	4493	4305.28	101	3.11151
Sobic.008G167600.1	1781	1593.28	1070	89.0726
Sobic.008G167700.1	3096	2908.28	205	9.3491
Sobic.008G167800.1	3623	3435.28	380	14.6715
Sobic.008G168000.5	1588	1400.28	85	8.05113
Sobic.008G168100.1	3182	2994.28	48	2.12618
Sobic.008G168200.1	1130	942.275	134	18.8616
Sobic.008G168300.2	1599	1411.28	427	40.1298
Sobic.008G168400.1	1771	1583.28	0	0
Sobic.008G168500.1	1797	1609.28	0	0
Sobic.008G168625.1	519	331.755	0	0
Sobic.008G168700.1	1900	1712.28	45	3.4857
Sobic.008G168800.1	1250	1062.28	0	0
Sobic.008G168866.1	723	535.571	1	0.247648
Sobic.008G169000.2	1512	1324.28	0	0
Sobic.008G169101.2	1399	1211.28	0	0
Sobic.008G169200.4	2003	1815.28	336	24.5498
Sobic.008G169300.2	1781	1593.28	48	3.99578
Sobic.008G169400.1	4147	3959.28	191	6.39837
Sobic.008G169650.2	2783	2595.28	2	0.102211
Sobic.008G169800.2	2557	2369.28	15	0.839706
Sobic.008G170000.1	1672	1484.28	172	15.3697
Sobic.008G170100.1	981	793.355	0	0
Sobic.008G170250.4	2737	2549.28	0	0
Sobic.008G170400.1	2461	2273.28	0	0
Sobic.008G170500.1	1793	1605.28	0	0
Sobic.008G170600.1	3129	2941.28	12	0.541124
Sobic.008G170700.1	1053	865.275	5	0.76642
Sobic.008G170800.3	4341	4153.28	89	2.84217
Sobic.008G170900.1	1299	1111.28	1	0.119352
Sobic.008G171000.1	2892	2704.28	1717.96	84.2585
Sobic.008G171100.1	1556	1368.28	1427	138.325
Sobic.008G171200.1	2190	2002.28	12	0.794893
Sobic.008G171300.1	2201	2013.28	1892	124.643
Sobic.008G171400.1	1478	1290.28	243	24.979
Sobic.008G171500.7	4330	4142.28	19	0.608368
Sobic.008G171600.2	2075	1887.28	2	0.140555
Sobic.008G171700.2	3984	3796.28	44	1.53726
Sobic.008G171800.1	1414	1226.28	50	5.40796
Sobic.008G171900.1	3750	3562.28	1	0.0372326
Sobic.008G172000.2	954	766.432	0	0
Sobic.008G172100.1	880	692.507	251	48.0729
Sobic.008G172200.1	1550	1362.28	0	0
Sobic.008G172300.1	1448	1260.28	199	20.943
Sobic.008G172400.2	2180	1992.28	0	0
Sobic.008G172500.1	2906	2718.28	0	0
Sobic.008G172600.1	3224	3036.28	0	0
Sobic.008G172700.1	1160	972.275	113	15.4149
Sobic.008G172750.1	1703	1515.28	1	0.0875306
Sobic.008G172800.5	1521	1333.28	172	17.1104
Sobic.008G172900.1	3502	3314.28	15	0.60028
Sobic.008G173000.1	2130	1942.28	1010	68.9703
Sobic.008G173100.6	2328	2140.28	179	11.0926
Sobic.008G173200.1	642	454.675	0	0
Sobic.008G173300.1	1553	1365.28	7	0.680032
Sobic.008G173400.2	2370	2182.28	302	18.3548
Sobic.008G173501.1	2732	2544.28	21	1.09473
Sobic.008G173601.5	1026	838.275	0	0
Sobic.008G173700.1	2672	2484.28	5	0.266945
Sobic.008G173800.4	2823	2635.28	2939	147.919
Sobic.008G173900.1	4353	4165.28	1033	32.8933
Sobic.008G174100.1	3967	3779.28	251	8.8088
Sobic.008G174200.1	3685	3497.28	106	4.02001
Sobic.008G174300.1	2320	2132.28	746	46.4031
Sobic.008G174500.1	4903	4715.28	8.38967	0.235988
Sobic.008G174650.2	2380	2192.28	4	0.242001
Sobic.008G174800.1	2637	2449.28	17	0.920583
Sobic.008G174900.3	2222	2034.28	49	3.19476
Sobic.008G174966.1	3783	3595.28	4	0.147564
Sobic.008G175032.1	3700	3512.28	23	0.868542
Sobic.008G175100.1	842	654.507	101	20.4672
Sobic.008G175200.1	971	783.355	1	0.169314
Sobic.008G175300.1	1466	1278.28	0	0
Sobic.008G175400.1	2588	2400.28	0	0
Sobic.008G175501.2	993	805.275	0	0
Sobic.008G175600.1	1316	1128.28	920	108.149
Sobic.008G175700.1	911	723.507	6	1.09992
Sobic.008G175800.1	1731	1543.28	650	55.8626
Sobic.008G175900.1	3760	3572.28	366	13.589
Sobic.008G175933.1	835	647.507	0	0
Sobic.008G176000.2	3429	3241.28	238	9.73896
Sobic.008G176200.1	324	139.189	0	0
Sobic.008G176266.1	1877	1689.28	0	0
Sobic.008G176300.2	1258	1070.28	67	8.30292
Sobic.008G176500.3	3873	3685.28	0	0
Sobic.008G176600.1	1086	898.275	0	0
Sobic.008G176666.1	613	425.675	0	0
Sobic.008G176732.1	647	459.675	1	0.288537
Sobic.008G176800.4	3252	3064.28	166	7.18508
Sobic.008G176900.1	2954	2766.28	0	0
Sobic.008G177001.1	648	460.675	0	0
Sobic.008G177100.1	1448	1260.28	8.03327	0.845431
Sobic.008G177200.1	3211	3023.28	559.967	24.5661
Sobic.008G177400.1	1575	1387.28	0	0
Sobic.008G177600.1	789	601.571	0	0
Sobic.008G177700.2	1023	835.275	0	0
Sobic.008G177750.1	558	370.755	0	0
Sobic.008G177800.1	1270	1082.28	27	3.30885
Sobic.008G177850.1	216	45.8492	105	303.745
Sobic.008G177900.1	4573	4385.28	125.893	3.80763
Sobic.008G177950.2	1953	1765.28	0	0
Sobic.008G178000.1	825	637.507	1	0.208049
Sobic.008G178100.1	108	20.9722	0	0
Sobic.008G178200.3	5479	5291.28	267.658	6.7092
Sobic.008G178250.1	2417	2229.28	49.8617	2.96657
Sobic.008G178300.2	5173	4985.28	194.277	5.16873
Sobic.008G178400.1	3787	3599.28	2	0.0736998
Sobic.008G178450.1	108	20.9722	0	0
Sobic.008G178500.1	5081	4893.28	0	0
Sobic.008G178533.1	570	382.755	0	0
Sobic.008G178566.1	108	20.9722	0	0
Sobic.008G178600.1	4792	4604.28	25.3109	0.729119
Sobic.008G178701.1	786	598.571	1	0.221583
Sobic.008G178800.3	4213	4025.28	4254	140.169
Sobic.008G178901.2	2498	2310.28	13	0.74633
Sobic.008G179000.2	2501	2313.28	4	0.229342
Sobic.008G179200.1	2254	2066.28	2	0.128379
Sobic.008G179400.2	2062	1874.28	0	0
Sobic.008G179500.1	755	567.571	2129	497.516
Sobic.008G179600.1	2271	2083.28	3	0.190997
Sobic.008G179700.1	1391	1203.28	702	77.3791
Sobic.008G179800.1	1982	1794.28	37	2.73504
Sobic.008G179900.4	1616	1428.28	4973	461.804
Sobic.008G180000.2	618	430.675	0	0
Sobic.008G180200.4	1485	1297.28	0	0
Sobic.008G180300.1	2176	1988.28	13.4538	0.89747
Sobic.008G180400.1	4626	4438.28	6	0.179303
Sobic.008G180500.1	1065	877.275	0	0
Sobic.008G180550.1	1031	843.275	0	0
Sobic.008G180600.2	300	116.695	0	0
Sobic.008G180800.1	1798	1610.28	1064.46	87.676
Sobic.008G180900.1	2588	2400.28	935.539	51.6955
Sobic.008G181000.1	900	712.507	0	0
Sobic.008G181050.1	890	702.507	0	0
Sobic.008G181200.1	1083	895.275	0	0
Sobic.008G181250.1	234	59.6211	0	0
Sobic.008G181300.1	1495	1307.28	48	4.86996
Sobic.008G181400.1	1546	1358.28	5	0.48824
Sobic.008G181600.3	1002	814.275	0	0
Sobic.008G181701.1	576	388.717	0	0
Sobic.008G181900.1	1317	1129.28	0	0
Sobic.008G182000.2	2898	2710.28	0	0
Sobic.008G182100.1	568	380.755	0	0
Sobic.008G182200.1	632	444.675	0	0
Sobic.008G182300.1	753	565.571	83	19.4645
Sobic.008G182350.1	452	264.964	0	0
Sobic.008G182400.1	876	688.507	11	2.11902
Sobic.008G182500.1	1296	1108.28	16	1.9148
Sobic.008G182600.1	963	775.355	3356.19	574.112
Sobic.008G182700.1	827	639.507	32726.2	6787.38
Sobic.008G182800.1	818	630.571	12823.8	2697.32
Sobic.008G182850.1	1511	1323.28	0	0
Sobic.008G182900.1	805	617.571	11738.8	2521.09
Sobic.008G183000.1	2592	2404.28	0	0
Sobic.008G183100.2	3004	2816.28	0	0
Sobic.008G183200.1	2621	2433.28	62	3.3795
Sobic.008G183250.1	868	680.507	0	0
Sobic.008G183300.1	871	683.507	0	0
Sobic.008G183400.1	2973	2785.28	540	25.7144
Sobic.008G183500.1	973	785.355	0	0
Sobic.008G183600.1	759	571.571	1	0.23205
Sobic.008G183700.1	1461	1273.28	368.838	38.4206
Sobic.008G183900.1	1261	1073.28	385	47.5774
Sobic.008G184000.1	1510	1322.28	0	0
Sobic.008G184100.1	2092	1904.28	0	0
Sobic.008G184201.1	939	751.507	0	0
Sobic.008G184300.1	2164	1976.28	0	0
Sobic.008G184400.1	1679	1491.28	0	0
Sobic.008G184500.1	1512	1324.28	0	0
Sobic.008G184600.1	1850	1662.28	0	0
Sobic.008G184700.1	1694	1506.28	0	0
Sobic.008G184800.2	1576	1388.28	0	0
Sobic.008G185132.1	530	342.755	2	0.773922
Sobic.008G185200.2	4817	4629.28	2027	58.0754
Sobic.008G185266.1	414	227.205	16	9.34013
Sobic.008G185332.1	609	421.717	44	13.8383
Sobic.008G185400.1	1390	1202.28	465	51.298
Sobic.008G185500.2	3105	2917.28	637	28.961
Sobic.008G185600.3	2174	1986.28	522	34.8564
Sobic.008G185800.1	2121	1933.28	202	13.8583
Sobic.008G185900.1	1144	956.275	15538	2155.08
Sobic.008G186100.5	2424	2236.28	3	0.177929
Sobic.008G186150.1	312	127.783	0	0
Sobic.008G186200.1	1893	1705.28	633	49.2335
Sobic.008G186300.1	4230	4042.28	205	6.72635
Sobic.008G186350.1	1171	983.275	1	0.134889
Sobic.008G186400.1	4151	3963.28	160	5.35448
Sobic.008G186500.1	2280	2092.28	68	4.31064
Sobic.008G186600.2	1120	932.275	33	4.69484
Sobic.008G186700.1	811	623.571	3.00635	0.639448
Sobic.008G186800.1	831	643.507	0	0
Sobic.008G186900.1	1390	1202.28	1	0.110318
Sobic.008G187001.1	732	544.571	2	0.48711
Sobic.008G187100.3	5199	5011.28	53	1.40275
Sobic.008G187200.1	1215	1027.28	1	0.129111
Sobic.008G187300.1	1019	831.275	82	13.0834
Sobic.008G187400.1	1567	1379.28	15	1.44242
Sobic.008G187500.1	1210	1022.28	270	35.0306
Sobic.008G187632.1	234	59.6211	44.8028	99.6681
Sobic.008G187700.1	441	253.991	0	0
Sobic.008G187800.1	1012	824.275	31	4.98816
Sobic.008G187900.2	1502	1314.28	60	6.05503
Sobic.008G188000.4	1157	969.275	297	40.6407
Sobic.008G188100.1	2535	2347.28	176	9.94489
Sobic.008G188400.1	1671	1483.28	131	11.7139
Sobic.008G188500.1	525	337.755	0	0
Sobic.008G188600.1	1020	832.275	328	52.2707
Sobic.008G188700.3	3188	3000.28	632	27.9388
Sobic.008G188800.1	2170	1982.28	11	0.736004
Sobic.008G188900.1	3265	3077.28	1328	57.2378
Sobic.008G188950.1	990	802.275	0	0
Sobic.008G189000.1	1405	1217.28	0	0
Sobic.008G189100.1	1410	1222.28	51	5.53417
Sobic.008G189200.3	1296	1108.28	1672	200.097
Sobic.008G189300.1	937	749.507	1022	180.853
Sobic.008G189400.1	7062	6874.28	962.371	18.5681
Sobic.008G189500.1	1919	1731.28	16.8448	1.29048
